STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING														
4121	WorldNpc02528	story_24454_1	storymenu_24454_1	9607	0	storyinfo_24454	9															
4121	WorldNpc02528	story_24454_2	storymenu_24454_2	9607	0	storyinfo_24454	9															
4122	WorldNpc02529	story_24455_1	storymenu_24455_1	9607	0	storyinfo_24455	9															
4122	WorldNpc02529	story_24455_2	storymenu_24455_2	9607	0	storyinfo_24455	9															
4122	WorldNpc02529	story_24455_3	storymenu_24455_3	9607	0	storyinfo_24455	9															
4122	WorldNpc02529	story_24455_4	storymenu_24455_4	9607	0	storyinfo_24455	9															
4123	WorldNpc02531	story_24457_1	storymenu_24457_1	9607	0	storyinfo_24457	9															
4123	WorldNpc02531	story_24457_2	storymenu_24457_2	9607	0	storyinfo_24457	9															
4124	WorldNpc02532	story_24462_1	storymenu_24462_1	9607	0	storyinfo_24462	9															
4124	WorldNpc02532	story_24462_2	storymenu_24462_2	9607	0	storyinfo_24462	9															
4124	WorldNpc02532	story_24462_3	storymenu_24462_3	9607	0	storyinfo_24462	9															
4124	WorldNpc02532	story_24462_4	storymenu_24462_4	9607	0	storyinfo_24462	9															
4125	WorldNpc02533	story_24464_1	storymenu_24464_1	9607	0	storyinfo_24464	9															
4125	WorldNpc02533	story_24464_2	storymenu_24464_2	9607	0	storyinfo_24464	9															
4125	WorldNpc02533	story_24464_3	storymenu_24464_3	9607	0	storyinfo_24464	9															
4126	WorldNpc02501	story_24468_1	storymenu_24468_1	9607	0	storyinfo_24468	9															
4126	WorldNpc02501	story_24468_2	storymenu_24468_2	9607	0	storyinfo_24468	9															
4126	WorldNpc02501	story_24468_3	storymenu_24468_3	9607	0	storyinfo_24468	9															
4127	WorldNpc02528	story_24472_1	storymenu_24472_1	9607	0	storyinfo_24472	9															
4127	WorldNpc02528	story_24472_2	storymenu_24472_2	9607	0	storyinfo_24472	9															
4128	WorldNpc02533	story_24474_1	storymenu_24474_1	9607	0	storyinfo_24474	9															
4128	WorldNpc02533	story_24474_2	storymenu_24474_2	9607	0	storyinfo_24474	9															
4129	WorldNpc06113	story_24483_1	storymenu_24483_1	9607	0	storyinfo_24483	22															
4129	WorldNpc06113	story_24483_2	storymenu_24483_2	9607	0	storyinfo_24483	22															
4130	WorldNpc02528	story_24494_1	storymenu_24494_1	9607	0	storyinfo_24494	9															
4130	WorldNpc02528	story_24494_2	storymenu_24494_2	9607	0	storyinfo_24494	9															
4131	WorldNpc02533	story_24495_1	storymenu_24495_1	9607	0	storyinfo_24495	9															
4131	WorldNpc02533	story_24495_2	storymenu_24495_2	9607	0	storyinfo_24495	9															
4131	WorldNpc02533	story_24495_3	storymenu_24495_3	9607	0	storyinfo_24495	9															
4132	WorldNpc06163	story_24499_1	storymenu_24499_1	9607	0	storyinfo_24499	22															
4132	WorldNpc06163	story_24499_2	storymenu_24499_2	9607	0	storyinfo_24499	22															
4133	WorldNpc06131	story_24501_1	storymenu_24501_1	9607	0	storyinfo_24501	22															
4133	WorldNpc06131	story_24501_2	storymenu_24501_2	9607	0	storyinfo_24501	22															
4133	WorldNpc06131	story_24501_3	storymenu_24501_3	9607	0	storyinfo_24501	22															
4133	WorldNpc06131	story_24501_4	storymenu_24501_4	9607	0	storyinfo_24501	22															
4133	WorldNpc06131	story_24501_5	storymenu_24501_5	9607	0	storyinfo_24501	22															
4133	WorldNpc06131	story_24501_6	storymenu_24501_6	9607	0	storyinfo_24501	22															
4134	WorldNpc06131	story_24505_1	storymenu_24505_1	9607	0	storyinfo_24505	22															
4134	WorldNpc06131	story_24505_2	storymenu_24505_2	9607	0	storyinfo_24505	22															
4135	WorldNpc06128	story_24511_1	storymenu_24511_1	9607	0	storyinfo_24511	22															
4135	WorldNpc06128	story_24511_2	storymenu_24511_2	9607	0	storyinfo_24511	22															
4136	WorldNpc06128	story_24520_1	storymenu_24520_1	9607	0	storyinfo_24520	22															
4136	WorldNpc06128	story_24520_2	storymenu_24520_2	9607	0	storyinfo_24520	22															
4137	WorldNpc02427	story_24524_1	storymenu_24524_1	9607	0	storyinfo_24524	9															
4137	WorldNpc02427	story_24524_2	storymenu_24524_2	9607	0	storyinfo_24524	9															
4137	WorldNpc02427	story_24524_3	storymenu_24524_3	9607	0	storyinfo_24524	9															
4138	WorldNpc02476	story_24525_1	storymenu_24525_1	9607	0	storyinfo_24525	9															
4138	WorldNpc02476	story_24525_2	storymenu_24525_2	9607	0	storyinfo_24525	9															
4139	WorldNpc02427	story_24530_1	storymenu_24530_1	9607	0	storyinfo_24530	9															
4139	WorldNpc02427	story_24530_2	storymenu_24530_2	9607	0	storyinfo_24530	9															
4140	WorldNpc02437	story_24547_1	storymenu_24547_1	9607	0	storyinfo_24547	9															
4140	WorldNpc02437	story_24547_2	storymenu_24547_2	9607	0	storyinfo_24547	9															
4141	WorldNpc02437	story_24559_1	storymenu_24559_1	9607	0	storyinfo_24559	9															
4141	WorldNpc02437	story_24559_2	storymenu_24559_2	9607	0	storyinfo_24559	9															
4142	WorldNpc02434	story_24561_1	storymenu_24561_1	9607	0	storyinfo_24561	9															
4142	WorldNpc02434	story_24561_2	storymenu_24561_2	9607	0	storyinfo_24561	9															
4143	WorldNpc02429	story_24567_1	storymenu_24567_1	9607	0	storyinfo_24567	9															
4143	WorldNpc02429	story_24567_2	storymenu_24567_2	9607	0	storyinfo_24567	9															
4143	WorldNpc02429	story_24567_3	storymenu_24567_3	9607	0	storyinfo_24567	9															
4144	WorldNpc02452	story_24600_1	storymenu_24600_1	9607	0	storyinfo_24600	9															
4144	WorldNpc02452	story_24600_2	storymenu_24600_2	9607	0	storyinfo_24600	9															
4145	WorldNpc02453	story_24614_1	storymenu_24614_1	9607	0	storyinfo_24614	9															
4145	WorldNpc02453	story_24614_2	storymenu_24614_2	9607	0	storyinfo_24614	9															
4146	WorldNpc02453	story_24618_1	storymenu_24618_1	9607	0	storyinfo_24618	9															
4146	WorldNpc02453	story_24618_2	storymenu_24618_2	9607	0	storyinfo_24618	9															
4146	WorldNpc02453	story_24618_3	storymenu_24618_3	9607	0	storyinfo_24618	9															
4147	WorldNpc04811	story_24667_1	storymenu_24667_1	9607	0	storyinfo_24667	11															
4147	WorldNpc04811	story_24667_2	storymenu_24667_2	9607	0	storyinfo_24667	11															
4147	WorldNpc04811	story_24667_3	storymenu_24667_3	9607	0	storyinfo_24667	11															
4148	FuncNpc00601	story_24721_1	storymenu_24721_1	9607	0	storyinfo_24721	17															
4148	FuncNpc00601	story_24721_2	storymenu_24721_2	9607	0	storyinfo_24721	17															
4149	WorldNpc09800	story_24729_1	storymenu_24729_1	9607	0	storyinfo_24729	17															
4149	WorldNpc09800	story_24729_2	storymenu_24729_2	9607	0	storyinfo_24729	17															
4149	WorldNpc09800	story_24729_3	storymenu_24729_3	9607	0	storyinfo_24729	17															
4150	WorldNpc02604	story_24734_1	storymenu_24734_1	9607	0	storyinfo_24734	10															
4150	WorldNpc02604	story_24734_2	storymenu_24734_2	9607	0	storyinfo_24734	10															
4151	WorldNpc02619	story_24736_1	storymenu_24736_1	9607	0	storyinfo_24736	10															
4151	WorldNpc02619	story_24736_2	storymenu_24736_2	9607	0	storyinfo_24736	10															
4151	WorldNpc02619	story_24736_3	storymenu_24736_3	9607	0	storyinfo_24736	10															
4153	WorldNpc02706	story_24739_1	storymenu_24739_1	9607	0	storyinfo_24739	10															
4153	WorldNpc02706	story_24739_2	storymenu_24739_2	9607	0	storyinfo_24739	10															
4155	WorldNpc02711	story_24750_1	storymenu_24750_1	9607	0	storyinfo_24750	10															
4155	WorldNpc02711	story_24750_2	storymenu_24750_2	9607	0	storyinfo_24750	10															
